Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,stage1_prediction,benign_prob,attack_prob,attack_type
0.0067597467002365,1.33333346666668e-07,4.808547674345917e-06,0.0,2.4031007751937985e-06,0.0,0.001248992747784,0.0,0.002609741431274,0.0032752835751675,0.0,0.0,0.0,0.0,0.0094815170427268,0.4999999999999999,1.3333332000000134e-07,0.0,1.3333332000000134e-07,1.416666513194461e-07,3.3333333333333334e-08,3.3333333333333334e-08,0.0,3.3333333333333334e-08,4.166666631944445e-08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.999864373663212,0.9947268259339326,0.1666666666666666,0.0,0.0,0.001248992747784,0.0079623287670441,0.0037826849055382,1.4300595236607144e-05,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0106164383561643,0.002609741431274,0.0,0.999864373663212,4.808547674345917e-06,2.408639151512571e-06,0.0,0.0,0.0039825439453125,0.0,0.0,0.9999998863786124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.9999,1e-04,N/A
0.0008087281605249,0.0005088667175533,1.4425643023037752e-05,7.027357502758238e-06,1.1782945736434109e-05,4.593301435406699e-07,0.0015310233682514,0.0184019370460048,0.0063980757669944,0.0,0.0082872928176795,0.0779220779220779,0.0329467691652735,0.0,0.0057643816471949,0.4000196553757459,0.000101853323148,0.0001973646614386,0.0002643916402275,1.333333188888905e-07,0.0002643416666666,8.811388891666668e-05,0.000216930470853,0.0002642916666666,3.333333305555556e-08,3.3333333333333334e-08,3.3333333333333334e-08,0.0,3.3333333333333334e-08,3.3333333333333334e-08,0.0,0.0,0.9998643741598504,0.994726862990412,2.183930638333333e-05,1.637947979e-05,0.027961736571008,0.0058017727639,0.026308708412019,0.0109315141223021,0.0001194302720982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0272831050239726,0.0063980757669944,0.0329467691652735,0.9998643741598504,1.4425643023037752e-05,1.1810101646126156e-05,7.027357502758238e-06,4.5929614756792266e-07,0.0,0.0,1.5103002476892404e-05,0.999999864026864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,1.0,0.0,N/A
0.0008087281605249,0.0002011666867833,4.808547674345917e-06,7.027357502758238e-06,4.651162790697674e-06,3.2854864433811805e-07,0.0012087026591458,0.0145278450363196,0.0050511124476272,0.0,0.0059277163904235,0.0557359307359307,0.0235660918334943,0.0,0.0057662143714882,0.40003315649868,6.712221551277845e-05,0.0001642316418632,0.00020113331322,1.1666665402777914e-07,8.333333333333334e-09,8.333333333333334e-09,0.0,8.333333333333334e-09,1.6666666527777778e-08,2.5e-08,2.5e-08,0.0,2.5e-08,2.5e-08,0.0,0.0,0.999864373663212,0.9947268852242996,2.763041556e-05,4.144562334e-05,0.0220750551876379,0.004149879129734,0.0228082191741766,0.0084505035315278,7.137053571428572e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064102564102564,0.0253424657534246,0.0050511124476272,0.0235660918334943,0.999864373663212,4.808547674345917e-06,4.661882228734009e-06,7.027357502758238e-06,3.28524327774278e-07,0.0,0.0,5.034334158964135e-06,0.9999998863786124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,1.0,0.0,N/A
0.0067597467002365,2.158333549166688e-06,4.808547674345917e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057609217474795,0.4016194331983805,2.1583331175000217e-06,0.0,2.1583331175000217e-06,2.16666643194447e-06,2.058333333333333e-06,2.058333333333333e-06,0.0,2.058333333333333e-06,2.0666666494444446e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999864373663212,0.9947268259339326,0.0026990553306342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999864373663212,4.808547674345917e-06,0.0,0.0,0.0,0.0060577392578125,0.0,0.0,0.9999998863786124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.9973,0.0027,N/A
0.0008087281605249,0.0002588166925483,0.0,3.513678751379119e-06,5.03875968992248e-06,2.344497607655503e-07,0.0026188557614826,0.0314769975786924,0.010944076969859,0.0,0.0084599447513812,0.0795454545454545,0.0336331601895501,0.0,0.0057641999889343,0.4000128841074534,0.000258816640785,0.0,0.000258816640785,0.0002588249719606,0.0,0.0,0.0,0.0,8.333333263888889e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998643726699356,0.9947268444621724,1.07367562112e-05,1.61051343168e-05,0.0478292862398822,0.0059226430298146,0.035573630130882,0.0100058116883341,0.0001000595238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064102564102564,0.047431506849315,0.010944076969859,0.0336331601895501,0.9998643726699356,0.0,5.050372414461842e-06,3.513678751379119e-06,2.344324086544605e-07,0.0,0.0,0.0,0.9999998863786124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,1.0,0.0,N/A
0.0012207217517357,0.0501456466812313,9.617095348691836e-06,3.513678751379119e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057609217474795,0.4000001329463485,0.0167152788868054,0.0391383083254716,0.0486398701360129,8.833332376388993e-07,0.0501455416666666,0.0250727708333333,0.0473868866113744,0.048639775,0.0015057749874518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999864374904808,0.994726862990412,1.66182936e-07,8.3091468e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999864374904808,9.617095348691836e-06,0.0,3.513678751379119e-06,0.0,0.4455718994140625,0.4419097900390625,0.0,0.9999998863786124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,0.9993,0.0007,N/A
0.0008087281605249,0.0002573750257375,4.808547674345917e-06,7.027357502758238e-06,6.046511627906977e-06,3.2854864433811805e-07,0.0015713134568896,0.0188861985472154,0.0065664461819154,0.0,0.0059277163904235,0.0557359307359307,0.0235660918334943,0.0,0.0057653379627709,0.4000259126097236,8.585832474750087e-05,0.0002101234987014,0.000257316640935,1.333333188888905e-07,2.5e-08,2.5e-08,0.0,2.5e-08,3.333333305555556e-08,3.3333333333333334e-08,3.3333333333333334e-08,0.0,3.3333333333333334e-08,3.3333333333333334e-08,0.0,0.0,0.999864373663212,0.9947269000468912,2.159384143643333e-05,3.239076215465e-05,0.0286975717439293,0.004149879129734,0.0248886986258752,0.0074086606299807,5.4857142857142857e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064102564102564,0.027654109589041,0.0065664461819154,0.0235660918334943,0.999864373663212,4.808547674345917e-06,6.060446897354211e-06,7.027357502758238e-06,3.28524327774278e-07,0.0,0.0,5.034334158964135e-06,0.9999998863786124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,1.0,0.0,N/A
0.0008087281605249,0.000256550025655,0.0,3.513678751379119e-06,2.945736434108527e-06,1.626794258373206e-07,0.0015310233682514,0.0184019370460048,0.0063980757669944,0.0,0.0058701657458563,0.0551948051948051,0.0233372948254021,0.0,0.0057631057584536,0.400012997985312,0.000256549974345,0.0,0.000256549974345,0.0002565583055395,0.0,0.0,0.0,0.0,8.333333263888889e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998643726699356,0.9947268444621724,1.0831654426666668e-05,1.624748164e-05,0.027961736571008,0.0041095890410958,0.0228595890358973,0.0078094140010531,6.09523809375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064102564102564,0.0304794520547945,0.0063980757669944,0.0233372948254021,0.9998643726699356,0.0,2.9525254115315387e-06,3.513678751379119e-06,1.626673855969726e-07,0.0,0.0,0.0,0.9999998863786124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,1.0,0.0,N/A
0.7764400701915007,1.4166668083333478e-07,4.808547674345917e-06,0.0,9.302325581395348e-07,0.0,0.0002417405318291,0.0029055690072639,0.0010102224895254,0.0,0.0,0.0,0.0,0.0,0.0069131060969755,0.48,1.4166665250000146e-07,0.0,1.4166665250000146e-07,1.4999998375000176e-07,4.166666666666668e-08,4.166666666666668e-08,0.0,4.166666666666668e-08,4.9999999583333334e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998643729182548,0.9947268259339326,0.1333333333333333,0.0,0.0044150110375275,0.0002417405318291,0.0023116438352206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0030821917808219,0.0010102224895254,0.0,0.9998643729182548,4.808547674345917e-06,9.323764457468016e-07,0.0,0.0,0.0004730224609375,0.0,5.034334158964135e-06,0.999999864026864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,1.0,0.0,N/A
0.0008087281605249,0.0001938416860508,0.0,3.513678751379119e-06,3.6434108527131786e-06,1.0047846889952157e-07,0.0018936341659951,0.0227602905569007,0.0079134095012826,0.0,0.0036256906077348,0.034090909090909,0.0144142115098071,0.0,0.0057631931763302,0.4000172050410779,0.0001938416472825,0.0,0.0001938416472825,0.0001938499789995,0.0,0.0,0.0,0.0,8.333333263888889e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998643722974568,0.9947268444621724,1.4337534230000002e-05,2.1506301345e-05,0.0345842531272994,0.0025382755842062,0.0201626712281399,0.0019523535001576,3.809523809375e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064102564102564,0.0268835616438356,0.0079134095012826,0.0144142115098071,0.9998643722974568,0.0,3.65180774584164e-06,3.513678751379119e-06,1.0047103228048309e-07,0.0,0.0,0.0,0.999999864026864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN,1.0,0.0,N/A
